9403.68,1.182857,1.294429,1.15792,1.237602,1.15654,1.081439,1.28729,1.263353,1.194778,1.280414,1.066302,1.208209,1.080585,1.317773,1.295347,1.202999,0.9851207,1.336864,1.383046,1.112133,1.062459,1.387254,1.268117,1.370354,1.35768,1.170871,1.263246,1.259121,1.107555,1.147739,1.240503,1.172698,1.105467,1.232364,1.194553,0.727424,0.6119142,0.7966528,0.6646883,0.8527751,0.5251126,0.7009414,0.6156115,0.9631215,0.6941215,0.791069,0.9907134,0.8946724,0.7970718,0.8445473,0.7089813,0.5643498,0.6042925,0.8234599,0.6600014,0.7565299,0.5367791,0.7474117,0.5898034,0.5767156,0.6726114,0.7192739,0.7747793,0.4166503,0.6061378,0.5562255,0.8292643,0.6135446,1.04523,1.066807,1.113147,1.137368,1.125495,1.022157,1.12096,1.100378,1.315096,1.20406,0.9268594,0.985751,1.01919,1.027326,0.9903238,1.149128,1.1693,1.237445,1.172377,1.057973,1.101118,1.084761,1.121319,0.9639117
9399.823,1.183012,1.294567,1.158116,1.237582,1.155983,1.081365,1.287477,1.26376,1.194417,1.28015,1.066055,1.208294,1.080735,1.317772,1.295353,1.202764,0.9849253,1.336886,1.38275,1.111558,1.062275,1.386667,1.268232,1.370455,1.357378,1.170495,1.263175,1.259259,1.107366,1.148111,1.240303,1.172355,1.105368,1.232369,1.194263,0.7275235,0.6119244,0.7965915,0.6646455,0.8527237,0.5252754,0.7009096,0.6157716,0.9631975,0.6941059,0.7911015,0.9907592,0.894676,0.7970738,0.8446407,0.7089231,0.5644205,0.6044433,0.8235473,0.6601427,0.756663,0.5368651,0.7473801,0.5899709,0.5768679,0.6726822,0.7193365,0.7749098,0.4167553,0.6062645,0.5563152,0.8293579,0.6135479,1.045725,1.066875,1.112678,1.137143,1.12555,1.021973,1.121395,1.100169,1.314968,1.20399,0.9267219,0.9859317,1.019226,1.027319,0.9904805,1.149346,1.168768,1.237413,1.172717,1.057926,1.10087,1.084497,1.121774,0.9641358
9395.966,1.182906,1.294176,1.158222,1.237513,1.155795,1.081153,1.287525,1.263918,1.194314,1.279893,1.065816,1.208202,1.080791,1.317517,1.295653,1.202712,0.9849036,1.336441,1.38273,1.111039,1.061874,1.386794,1.267754,1.370591,1.357411,1.170414,1.263223,1.259379,1.10699,1.148001,1.240562,1.172375,1.104961,1.232072,1.193986,0.7275493,0.6119143,0.7966471,0.6646092,0.8526095,0.525408,0.700743,0.6157028,0.9632046,0.6940663,0.7910697,0.990726,0.8945872,0.7970586,0.8444917,0.7087834,0.5644207,0.6046007,0.8235667,0.6602625,0.7566617,0.5369155,0.7473345,0.5902283,0.5769625,0.6727376,0.7193248,0.7750182,0.4167955,0.606301,0.5563534,0.8294048,0.6135739,1.046049,1.066556,1.112284,1.136978,1.125508,1.021889,1.121464,1.100034,1.315094,1.203673,0.9265866,0.985916,1.019544,1.027154,0.990693,1.149234,1.168174,1.237297,1.173032,1.057684,1.100327,1.084413,1.121775,0.9642892
9392.109,1.182826,1.293835,1.157865,1.237268,1.156092,1.080957,1.287246,1.263656,1.194398,1.279745,1.065703,1.208113,1.080758,1.31713,1.295875,1.202668,0.9848613,1.336214,1.382929,1.11129,1.061623,1.387166,1.267196,1.37045,1.357617,1.17066,1.26345,1.259338,1.106849,1.14751,1.240873,1.172819,1.104317,1.231976,1.193772,0.7274435,0.6119595,0.796706,0.6645881,0.852587,0.5254761,0.7006776,0.6155069,0.9633021,0.6940435,0.7909715,0.9906479,0.8945168,0.7970728,0.844217,0.7087152,0.5643696,0.6047053,0.8234871,0.6602364,0.7566405,0.5369188,0.7471927,0.5903051,0.5769717,0.6727141,0.719193,0.7750328,0.4167647,0.6063113,0.5563211,0.8293621,0.6136693,1.046005,1.066657,1.112275,1.136945,1.12549,1.02221,1.121281,1.099892,1.315221,1.20354,0.9265118,0.9858415,1.019669,1.026774,0.9907405,1.149108,1.168234,1.237037,1.173079,1.057541,1.10015,1.084518,1.121483,0.9641752
9388.252,1.18294,1.293707,1.15739,1.237069,1.15652,1.080785,1.286881,1.263152,1.194322,1.279593,1.065653,1.208104,1.08077,1.316874,1.295914,1.202324,0.9846714,1.336178,1.383169,1.111771,1.061755,1.387175,1.267065,1.370502,1.357493,1.170709,1.263604,1.259282,1.10706,1.14737,1.241137,1.172889,1.103902,1.23243,1.193689,0.7273309,0.6120409,0.7967322,0.6646409,0.8526585,0.5254596,0.7007732,0.6154159,0.9634447,0.6940265,0.7908804,0.9905794,0.894487,0.7971374,0.8440927,0.7087969,0.5643218,0.6046924,0.8233175,0.6601614,0.7566419,0.536843,0.747054,0.5901489,0.5769783,0.6726686,0.7189957,0.7749598,0.41672,0.6063514,0.5562595,0.8292722,0.613717,1.045876,1.067172,1.112307,1.136821,1.125526,1.022424,1.121326,1.099792,1.315118,1.203528,0.9264689,0.9859347,1.019463,1.026657,0.9906256,1.149053,1.168726,1.237203,1.17304,1.057531,1.100309,1.084512,1.121399,0.9639232
9384.394,1.183118,1.293623,1.157329,1.237238,1.156722,1.080724,1.286778,1.262906,1.194312,1.279469,1.06561,1.208004,1.08061,1.317124,1.296039,1.201896,0.9846302,1.336023,1.383268,1.111936,1.061988,1.38689,1.267197,1.370984,1.357193,1.170627,1.263504,1.259186,1.107358,1.147546,1.24128,1.172386,1.103829,1.233086,1.193533,0.7272403,0.61201,0.7967266,0.6647018,0.8526831,0.5253003,0.7008517,0.6154835,0.9634588,0.6939668,0.7908532,0.9904864,0.8944789,0.7971053,0.8441989,0.7088621,0.5643498,0.6045385,0.8231798,0.6601152,0.7566118,0.5367417,0.7470744,0.5899978,0.5769897,0.6726658,0.7188689,0.774874,0.4167208,0.6064017,0.5561941,0.8292347,0.6136177,1.045895,1.06729,1.112175,1.13668,1.125438,1.022289,1.121409,1.09988,1.314964,1.203486,0.926414,0.9860434,1.019199,1.026905,0.9903418,1.148821,1.168907,1.237715,1.173181,1.057506,1.10049,1.084264,1.121608,0.9638699
9380.537,1.183145,1.293845,1.157589,1.23764,1.156507,1.080832,1.286889,1.263062,1.194479,1.279491,1.065551,1.207957,1.080212,1.317691,1.296413,1.201798,0.9848588,1.335983,1.383436,1.11192,1.062067,1.386745,1.267466,1.371238,1.357252,1.170766,1.263209,1.259117,1.107464,1.147465,1.24117,1.172071,1.103989,1.233241,1.193346,0.7271345,0.6118334,0.7966203,0.6646855,0.8526015,0.5250605,0.7008377,0.6155328,0.9633641,0.6938724,0.7908295,0.9903951,0.8944389,0.7969306,0.8443763,0.7088085,0.56438,0.6042906,0.8232042,0.66011,0.7565786,0.5366853,0.7471091,0.5899588,0.5769309,0.6726809,0.7188914,0.7747524,0.4167087,0.6063455,0.5561175,0.8291743,0.6134741,1.046124,1.06686,1.112142,1.136729,1.125312,1.022149,1.12126,1.099915,1.314684,1.203553,0.9264207,0.9860005,1.018993,1.027056,0.9901111,1.148484,1.169106,1.238109,1.173404,1.057517,1.100606,1.084063,1.121842,0.96399
9376.68,1.182926,1.294233,1.158006,1.237857,1.156104,1.080891,1.287028,1.263255,1.194524,1.279462,1.065406,1.208171,1.080024,1.317812,1.296671,1.202069,0.9851572,1.336236,1.383739,1.111949,1.061961,1.386767,1.267778,1.370894,1.357378,1.171059,1.262841,1.259229,1.107275,1.147095,1.240999,1.172183,1.1043,1.232796,1.193467,0.7270953,0.6117874,0.7965429,0.6646821,0.8524927,0.5248924,0.7008433,0.615548,0.9633207,0.6938429,0.7907836,0.9903353,0.8943565,0.7968714,0.844549,0.7087999,0.5643657,0.6040591,0.8232675,0.6601682,0.7565786,0.5366933,0.7469843,0.5899623,0.5767786,0.6726715,0.7189076,0.7745969,0.4166114,0.6061436,0.5560023,0.8290517,0.6134068,1.046382,1.066391,1.1125,1.13689,1.125447,1.022134,1.120972,1.09964,1.314271,1.203569,0.9266493,0.9857919,1.018968,1.02714,0.9903379,1.148311,1.169637,1.238202,1.173512,1.057694,1.100614,1.08417,1.121966,0.964017
9372.823,1.182845,1.294191,1.158328,1.237867,1.156221,1.080771,1.287089,1.263285,1.194447,1.279308,1.06521,1.208453,1.08023,1.317458,1.296579,1.202374,0.985281,1.336266,1.383975,1.112042,1.061818,1.386879,1.267868,1.370564,1.35731,1.171207,1.26299,1.259434,1.107072,1.146901,1.240841,1.172233,1.104623,1.23239,1.193779,0.7271007,0.612014,0.7966354,0.6646882,0.852458,0.524979,0.7009006,0.6156502,0.9633263,0.6938736,0.7908307,0.9903417,0.894286,0.7969552,0.8446447,0.7088262,0.5643328,0.6039991,0.8232324,0.6602352,0.7566149,0.5367559,0.7467882,0.5899956,0.5766527,0.6726093,0.7188624,0.7745881,0.4165002,0.6060256,0.5558936,0.8290361,0.6134047,1.046511,1.06612,1.112752,1.136951,1.125644,1.02219,1.120986,1.09946,1.314319,1.20351,0.9269643,0.9856421,1.019164,1.027323,0.9905863,1.148474,1.169967,1.238314,1.173693,1.057995,1.100624,1.084404,1.122014,0.963971
9368.966,1.183076,1.293848,1.158111,1.237946,1.156715,1.08058,1.286949,1.263094,1.19437,1.279397,1.065224,1.208365,1.080531,1.317396,1.296499,1.202623,0.9852318,1.336006,1.384238,1.112051,1.06178,1.387049,1.267591,1.370701,1.357359,1.171143,1.263682,1.259703,1.107197,1.147268,1.240716,1.171994,1.104869,1.2323,1.193955,0.7270412,0.6122292,0.7967158,0.6646132,0.8524845,0.5252455,0.7009156,0.6157188,0.9632895,0.6938776,0.7909617,0.9904072,0.8942413,0.7969319,0.8445881,0.708733,0.5642974,0.6041412,0.823211,0.6602588,0.7566464,0.536856,0.7466683,0.5900134,0.5766742,0.672569,0.7188987,0.7748004,0.4164689,0.606169,0.5559345,0.82917,0.6134115,1.046608,1.066159,1.112516,1.13698,1.12558,1.022397,1.12134,1.09964,1.314858,1.203752,0.9269736,0.9857326,1.019437,1.027279,0.9903482,1.148965,1.169788,1.238532,1.173966,1.05822,1.100585,1.084576,1.122169,0.9641352
